Energy,DOS
29.57244,0.7191
29.59829,0.71892
29.62414,0.71876
29.64999,0.71861
29.67584,0.71849
29.70169,0.71838
29.72754,0.71829
29.75339,0.71822
29.77924,0.71816
29.80509,0.71812
29.83094,0.7181
29.85679,0.71809
29.88264,0.71809
29.90849,0.71811
29.93434,0.71815
29.96019,0.7182
29.98604,0.71826
30.01189,0.71834
30.03774,0.71843
30.06359,0.71853
30.08944,0.71865
30.11529,0.71878
30.14114,0.71892
30.16699,0.71907
30.19284,0.71924
30.21869,0.71942
30.24454,0.7196
30.27039,0.7198
30.29624,0.72001
30.32209,0.72023
30.34794,0.72046
30.37379,0.7207
30.39964,0.72095
30.42549,0.72121
30.45134,0.72149
30.47719,0.72176
30.50304,0.72205
30.52889,0.72235
30.55474,0.72266
30.58059,0.72297
30.60644,0.7233
30.63229,0.72363
30.65814,0.72397
30.68399,0.72432
30.70984,0.72468
30.73569,0.72505
30.76154,0.72542
30.78739,0.7258
30.81324,0.72619
30.83909,0.72659
30.86494,0.727
30.89079,0.72741
30.91664,0.72783
30.94249,0.72826
30.96834,0.7287
30.99419,0.72914
31.02004,0.72959
31.04589,0.73005
31.07174,0.73051
31.09759,0.73099
31.12344,0.73146
31.14929,0.73195
31.17515,0.73245
31.201,0.73295
31.22685,0.73346
31.2527,0.73397
31.27855,0.7345
31.3044,0.73503
31.33025,0.73557
31.3561,0.73611
31.38195,0.73667
31.4078,0.73723
31.43365,0.7378
31.4595,0.73837
31.48535,0.73896
31.5112,0.73955
31.53705,0.74015
31.5629,0.74075
31.58875,0.74137
31.6146,0.74199
31.64045,0.74262
31.6663,0.74326
31.69215,0.74391
31.718,0.74457
31.74385,0.74523
31.7697,0.7459
31.79555,0.74659
31.8214,0.74728
31.84725,0.74797
31.8731,0.74868
31.89895,0.7494
31.9248,0.75013
31.95065,0.75086
31.9765,0.75161
32.00235,0.75236
32.0282,0.75312
32.05405,0.7539
32.0799,0.75468
32.10575,0.75547
32.1316,0.75628
32.15745,0.75709
32.1833,0.75791
32.20915,0.75875
32.235,0.75959
32.26085,0.76044
32.2867,0.76131
32.31255,0.76218
32.3384,0.76307
32.36425,0.76396
32.3901,0.76487
32.41595,0.76579
32.4418,0.76672
32.46765,0.76766
32.4935,0.76861
32.51935,0.76958
32.5452,0.77055
32.57105,0.77154
32.5969,0.77253
32.62275,0.77354
32.6486,0.77456
32.67445,0.77559
32.7003,0.77664
32.72615,0.77769
32.752,0.77876
32.77785,0.77984
32.8037,0.78093
32.82955,0.78203
32.8554,0.78315
32.88125,0.78427
32.9071,0.78541
32.93295,0.78656
32.9588,0.78772
32.98465,0.7889
33.0105,0.79008
33.03635,0.79128
33.0622,0.79249
33.08805,0.79371
33.1139,0.79494
33.13975,0.79619
33.1656,0.79744
33.19145,0.79871
33.2173,0.79999
33.24315,0.80128
33.269,0.80258
33.29485,0.80389
33.3207,0.80522
33.34655,0.80655
33.3724,0.8079
33.39825,0.80926
33.4241,0.81063
33.44995,0.81201
33.4758,0.8134
33.50165,0.8148
33.5275,0.81621
33.55335,0.81763
33.5792,0.81906
33.60505,0.8205
33.6309,0.82195
33.65675,0.82341
33.6826,0.82488
33.70845,0.82636
33.7343,0.82785
33.76015,0.82935
33.786,0.83085
33.81185,0.83237
33.8377,0.83389
33.86355,0.83542
33.8894,0.83696
33.91525,0.83851
33.9411,0.84006
33.96695,0.84163
33.9928,0.84319
34.01865,0.84477
34.0445,0.84635
34.07035,0.84794
34.0962,0.84954
34.12205,0.85114
34.1479,0.85274
34.17375,0.85436
34.1996,0.85597
34.22545,0.85759
34.2513,0.85922
34.27715,0.86085
34.303,0.86248
34.32885,0.86412
34.3547,0.86576
34.38055,0.86741
34.4064,0.86906
34.43225,0.87071
34.4581,0.87236
34.48395,0.87401
34.5098,0.87567
34.53565,0.87732
34.5615,0.87898
34.58735,0.88064
34.6132,0.8823
34.63905,0.88395
34.6649,0.88561
34.69075,0.88727
34.7166,0.88892
34.74245,0.89058
34.7683,0.89223
34.79415,0.89388
34.82,0.89553
34.84585,0.89717
34.8717,0.89882
34.89755,0.90045
34.9234,0.90209
34.94925,0.90372
